TrainLoss	ValidLoss
0.3156408785477523	0.3226985629465376
0.12869536693659728	0.1372455326212309
0.1135007961452957	0.13392014507737673
0.1073146027045618	0.1336689470276087
0.10354613364255696	0.1334384713287776
0.10102416559559965	0.13357768164226697
0.09915035509662991	0.1332228240103913
0.0976196787815641	0.1314626801548302
0.0963190055889929	0.1323023116022606
0.09516495086871	0.13228935805653483
0.09410192199165072	0.13248658445703554
0.09312619765273795	0.13231907151636624
0.09224399047219324	0.13160517554568132
0.09143626618898328	0.13198267552639992
0.09071532250238995	0.13083125727341152
0.09005194953186853	0.131446183275475
0.08943554562315398	0.13033612587557694
0.08886738035164733	0.13052592584273265
0.08834875852860889	0.1293078073724027
0.08786311117559026	0.1293840065049458
0.08742133929224095	0.13017585028442252
0.08699840289249455	0.12993815243270201
0.08660463339204326	0.12921503047810745
0.0862319903733171	0.1302509123908953
0.08587674444683539	0.12998000877191154
0.08554502589097479	0.13057480703717303
0.08523651376347607	0.1304529718823033
0.08494138663055978	0.13034635711987816
0.08466374170471959	0.13076594754243054
0.08440266029070552	0.1306166465139905
0.08416015875416474	0.1316581090214427
0.08392144018832404	0.13077429355087097
0.08370233398458793	0.13077819819766595
0.08349267263259533	0.1311660368812035
0.08328440449694341	0.13034111459992262
0.08309157371475806	0.13163475402197755
0.08290279274364346	0.13121098532475356
0.08271723057245516	0.13065563340946632
0.08253842949920329	0.13142209152562384
0.08236429289234758	0.1311687360946351
0.08220120178135866	0.13083324786027797
0.08204022417205586	0.1309909509816095
0.08188670530907728	0.13222862453533835
0.08174825494059375	0.13125509098062865
0.08159250466790884	0.13202965593287908
0.08146165721443027	0.13171853772101821
0.08131642195763651	0.131050559155612
0.08118274518266884	0.13203132526951894
0.08105168272386525	0.13085247132083253
0.0809240566203992	0.13181435172799502
0.08080541643582961	0.1327820339306543
0.0806894510951425	0.13147635865927407
0.08057401173203736	0.13193158881077693
0.08046360820403807	0.1318802386001163
0.08036754581504502	0.1316877516402318
0.0802584815039819	0.1327645850070219
0.0801589214871976	0.1323152365563644
0.08005761007298742	0.13272440427771703
0.07996413863523238	0.13324714414222127
0.079873800297615	0.13428795171994612
0.07978061726204731	0.13240764462155433
0.0796901410596383	0.13277107859776088
0.07961326807951105	0.13312768415969403
0.07952238592599206	0.1329993117226698
0.07943661397279436	0.13296438161531007
0.07936256480879979	0.133982981540213
0.07929130659261228	0.13329861336067436
0.07921115053758274	0.132779595188478
0.07913788290502657	0.13407010164857583
0.07907235062715838	0.1339880391939961
0.07900658558069286	0.1334299752369198
0.07893239812143782	0.1340581472839151
0.07886524594706217	0.13362482192462008
0.07880770348224408	0.13358690943024656
0.07873931923427302	0.13370473024181506
0.07868845362138766	0.13392490817726824
0.07862487350116841	0.13391595668168976
0.07857018529992582	0.13426924585427585
0.07851513031413924	0.13449973760704217
0.07846757163288011	0.1337537131015636
0.07841111300419003	0.1333631625466591
0.078367747567003	0.13472504177329223
0.0783214231742677	0.13429835753108663
0.07827016598699861	0.13372844884704874
0.07822888189518062	0.13467159861185002
0.0781774715704877	0.13370567456184393
0.07812826358652687	0.13497426928805747
0.0780962408685529	0.13428736906940553
0.07804481740698435	0.13351408244728374
0.07800957875200211	0.13336558247949298
0.07796991209590903	0.13363006482703618
0.07793372105882382	0.1349653241868465
0.07788923239129016	0.13394082488418108
0.07785758910015839	0.13432438302828173
0.07782532173494287	0.1333890710003962
0.07778971160840825	0.13458733370641277
0.07776023320677254	0.1344856161909115
0.07770838165440364	0.1340168767067922
0.07767816925661832	0.13533986937282363
0.07764606871721523	0.1339042571111381
0.07762013632256139	0.1344381655891808
0.07759136693894467	0.13448931709558243
0.07756220362515628	0.13366882045322534
0.07752482105619274	0.13423918813451158
0.07750458167163816	0.1350886737803408
0.07746409665817569	0.13352052126001515
0.07744686504806403	0.13423978967356265
0.07741553043087479	0.13442420555084375
0.07739715935642484	0.13397731369813173
0.07736794333885257	0.13401513240182025
0.07735362344918982	0.13392381125713632
0.07732227723373047	0.13378149710238255
0.07729828754255066	0.13495700950473513
0.07727179711029512	0.13508097671207064
0.07724487272350244	0.13419414844778546
0.07722427844022108	0.13410211075639408
