TrainLoss	ValidLoss
0.19791311454898647	0.19668345678379712
0.07031963398801044	0.07882328144941475
0.06362011377784689	0.07662565851633373
0.060954185785784404	0.07630494852083096
0.05896003590244347	0.07625246639608378
0.05745032183420899	0.07544608015574152
0.05632608725410957	0.07586720388676915
0.05542720800128052	0.0742827848522205
0.05466734146880511	0.07413374809583116
0.054008687332928844	0.07527065792123468
0.053418077614682306	0.07469141581273463
0.05289944303810973	0.07477753402239909
0.05242245157761515	0.0756401607518028
0.05200914821006954	0.07532013831277096
0.05159034056646966	0.07469041065520045
0.05120899304080095	0.07522266779121571
0.05085019357599516	0.07562674826330487
0.05050444736587269	0.07560067477088388
0.0501841188938624	0.07562004050503748
0.049883261785363106	0.07517067974182796
