TrainLoss	ValidLoss
0.2968483001343195	0.2969381850266057
0.1299468378422011	0.1372536505427309
0.1157660097078918	0.1323642613712768
0.10934701557645005	0.1316084731287315
0.10536495430828757	0.13129112366854193
0.1026011048243889	0.13080119262282078
0.10048352905762047	0.1297269578570041
0.0987173710544749	0.13056738327622902
0.0971928795259825	0.13130845870740035
0.09584969421576925	0.1310384469253198
0.09467619713540806	0.13158192770957672
0.093671745867039	0.1317460742206486
0.09274110297457183	0.1321801667983171
0.09194164323194808	0.13152518004028405
0.09124230236667595	0.13186990234782725
0.09060531365064094	0.13152770282889983
0.09001140319288949	0.13199095758997084
0.0894851220136493	0.1315001395377368
0.08899280395750829	0.13200413395822663
0.08854390205966527	0.13178135837873164
0.088121058177378	0.13277981870678698
0.08773675370880285	0.1320143107289006
0.08736471875552626	0.1333153357140445
0.08703882906865464	0.13249458101476771
0.0867313539379703	0.13214879103431737
0.08644577586527155	0.1323368420919437
0.0861768681667156	0.13393466261533915
0.08592558522233544	0.13345429830531438
0.08568079978642208	0.1341647562719918
0.08545021483131583	0.1343508787212962
0.08522796794159933	0.13333336718271172
0.08501700642741798	0.13367854809620835
0.08481345117845573	0.13368986735800617
0.08459644791851019	0.13405531764136122
0.08440273660694762	0.13489550322100827
0.084223322984445	0.13420656385285534
0.08404676630007697	0.134583939537339
0.08388661200963601	0.13562868456426624
0.08371894001317275	0.1349611841511919
0.0835663610756445	0.13430301439234024
0.08341559504874194	0.13354053377445185
0.08326586273625909	0.13427582200166052
0.08312839811800399	0.1349094264000015
0.08299274841921567	0.13390665521686917
0.08285953749386318	0.13524985445316587
0.08272735919860573	0.13525990333493174
0.08261133660471084	0.13586440581549936
0.08249215735521861	0.13545312390492917
0.08237340293411673	0.13471111895963767
0.08225567990334233	0.13409550572398563
0.08213781067461953	0.13506921704391167
0.08202355771316289	0.1359632517849325
0.08192242866045736	0.1339723609118494
0.08181564171734647	0.13391533202900896
0.08171891938553986	0.1343057872847346
0.08162709950037107	0.13449058647042353
0.08152846262743932	0.1339180182724152
0.08143719687028732	0.13354324993134442
0.08135159429119411	0.13370412495484965
0.08125923852605837	0.13518826325661285
0.08118680880966292	0.13460120693287014
0.08109906527117353	0.13436344512966134
0.08102443583213435	0.13568731426416597
0.08095240313312743	0.1342206625142936
0.08087522580801186	0.13527002722356077
0.08080134796613371	0.13446432900248456
0.08073489982046785	0.13456252064480653
0.08066335850901624	0.1352301165498472
0.08060673016156265	0.1341862403586942
0.08054576725362793	0.13352459118803614
0.08047701833895375	0.1356910733325179
0.08040938126045462	0.13465044025749118
0.08034890572380882	0.13516514789126083
0.0802885551030054	0.1351270948888628
0.080230627937111	0.13602302488909623
0.0801816500687318	0.13607668614276922
