TrainLoss	ValidLoss
0.7499408097584597	0.7481703688951223
0.04220653891582237	0.04511724458190807
0.036700285371160934	0.04205971130404014
0.034934256016768084	0.04108686110112689
0.0336659361741542	0.040838064860193944
0.032662294911416714	0.04124760151809059
0.03184418105268626	0.041077099199705376
0.031154403437462164	0.04112717085138299
0.030570966038366253	0.04193305866731826
0.03006832523998453	0.041976769940122845
0.029632912798944144	0.041410674457405455
0.02924901287499286	0.042036127979188764
