TrainLoss	ValidLoss
0.7402599293541198	0.7382341013508154
0.03165582891999737	0.03226250541867069
0.02747036167099918	0.030549694757861078
0.02615883552420406	0.029946703287723645
0.025140566088260465	0.02937716081957775
0.02433287095695978	0.029640885145201877
0.023671044672737597	0.02952632265188208
0.02312275119664643	0.030186639767200034
0.02265961629233038	0.030280050100037828
0.02226236603716902	0.030278634437549683
0.021926211430295328	0.03089839284297865
0.021632001414118945	0.030631442797731057
0.021370404462326242	0.030849141174225537
